region_area_,ph,Hardness,Solids,Chloramines,Sulfate,Conductivity,Organic_carbon,Trihalomethanes,Turbidity,Potability
region_area_1685,6.920388988,303.1266899,11086.56467,9.688565093,286.4898715,378.734147,17.22580332,43.78208226,3.277601364,0
region_area_1686,7.025456548,235.2583172,31660.26756,4.927208968,,569.1078538,14.49804637,56.40525198,2.927051442,0
region_area_1687,7.974248428,224.5246665,26848.93465,5.75072312,338.6855949,357.8530612,13.86256405,75.65036915,3.195944251,0
region_area_1688,8.03105522,273.4023152,18135.13983,8.449702417,315.216679,463.0752847,12.1709628,78.66471219,3.338880126,0
region_area_169,8.153210075,177.9187825,10281.23431,5.523547173,268.3819988,498.0133272,12.04847658,90.73435439,2.905788134,0
region_area_1690,7.643578362,260.6347351,21885.8086,9.224417201,,347.7371732,8.968614187,63.76192149,3.76216286,0
region_area_1691,7.731315009,219.8235747,38356.53131,5.723643728,298.0744681,535.9844084,16.17611983,75.02470542,5.164284275,0
region_area_1692,6.268402756,205.4557929,23050.63607,6.528127644,291.4483494,431.325228,13.98635748,66.00639218,3.38970529,0
region_area_1693,7.369911642,206.4186958,19283.70686,5.130214069,400.6858975,401.4292155,18.25356179,63.81361686,3.821721167,0
region_area_1695,6.320375285,216.5954359,20481.94688,7.301147653,355.0341479,432.4460482,14.89895985,46.15806451,2.728617352,0
region_area_1696,7.290088572,255.9869958,26115.92114,4.833079999,358.5392013,412.9797986,8.06547754,63.81351444,4.700618336,0
region_area_1698,7.974065001,210.9980723,29478.06921,2.151202975,324.8007054,381.3169513,18.79891504,54.39562385,4.069086698,0
region_area_1699,4.943508444,318.3069176,11870.72966,8.573058021,,427.5175312,15.35779421,22.86473504,5.070841577,0
region_area_17,9.181560007,324.5876973,24041.63109,6.600179105,399.09563,488.0796419,13.49234078,71.57236221,4.503660796,0
region_area_170,8.29372011,256.9343056,35216.69078,6.136189145,347.8073539,409.5886212,16.17066794,80.06951096,3.954715283,0
region_area_1700,7.700362305,271.3456869,29432.51306,6.051483025,323.4954409,455.0626179,13.13243928,77.94480159,3.786486994,0
region_area_1701,6.05460718,278.9719175,10216.11723,5.679163563,307.5419747,451.6035004,17.33414943,65.4552127,4.88916336,0
region_area_1702,4.22142068,171.3340203,34370.50192,7.656077186,412.3259432,446.879598,14.50083877,64.71646839,4.278712401,0
region_area_1704,7.752176213,232.8385956,13655.98546,6.512436614,338.498889,338.3222512,15.33612896,92.37006242,4.72550711,0
region_area_1707,7.899256515,238.4745449,32211.12111,4.691952501,321.2774759,410.2548058,19.97860427,47.02834159,4.44817057,0
region_area_1708,5.952267969,187.6644213,28106.2697,7.026146984,390.5548595,434.068995,15.47877985,69.084793,4.769768271,0
region_area_1709,8.040187557,252.5831072,11861.85566,6.895499209,301.1435482,430.6542185,7.273607177,90.87677553,3.221138969,0
region_area_1711,6.707016928,260.552696,14794.71621,7.504480889,,563.7494595,8.132568475,78.35217969,3.165632391,0
region_area_1712,5.853560601,237.5816414,19791.16174,6.310970112,,499.9018884,19.77570272,65.15500733,3.756873895,0
region_area_1713,8.817402774,226.5288619,23173.62434,6.426050327,367.8992971,562.179544,7.83810927,91.55835576,3.864098419,0
region_area_1714,,222.2088712,39207.89406,4.405699371,355.1897225,391.7904172,20.3170884,97.53388566,2.812503635,0
region_area_1715,,244.3510474,19671.65604,7.264085985,343.4185224,332.8406853,18.61658554,77.82530699,3.481517395,0
region_area_1716,7.47640846,296.9586098,27110.20042,9.487150147,341.9087444,349.8349878,16.32267979,77.71802139,3.47819378,0
region_area_1717,7.691486298,205.95921,36578.52856,7.385917099,405.9144992,546.9945891,16.31996565,77.6970505,4.042497483,0
region_area_1718,7.367371853,227.1091006,16663.90732,7.757972038,,364.8699403,10.7879209,37.47837117,3.817215105,0
region_area_1719,8.927905926,238.8283098,22140.18366,3.947910789,377.0796791,448.620587,8.702973316,92.94332061,5.474354698,0
region_area_172,,288.4512738,26009.38007,6.7697207,373.3454096,354.8729244,14.54723828,72.81124049,3.706601792,0
region_area_1720,5.62122732,272.4233302,11124.19097,8.504622523,315.6164549,336.4558725,19.41753635,84.49232322,3.440753325,0
region_area_1721,6.450644925,252.3705641,27682.81226,5.350328241,316.8510054,583.1387789,14.74770908,,5.241539196,0
region_area_1722,7.566517125,256.1704724,30824.0353,7.511825426,354.9210855,405.4022755,12.20025149,63.88270204,3.275142037,0
region_area_1723,6.115637546,291.7490466,15766.09153,9.783534269,340.1475528,417.4245393,21.41004837,63.18659747,3.723625473,0
region_area_1727,7.399724708,308.7938377,18535.35126,5.192348542,340.58409,364.7723118,15.08400007,73.12349576,3.79512408,0
region_area_1728,7.002479941,219.7264812,20518.86024,9.831176287,,467.751782,9.917921149,57.03686165,3.352436318,0
region_area_1729,5.345345371,289.2841207,10315.65878,7.517790066,282.5168202,506.4558753,12.7296132,87.45783315,2.362886022,0
region_area_173,9.489972878,284.8438558,15514.04519,4.430521603,,288.0750697,16.80321637,81.54217402,4.219967522,0
region_area_1731,6.070090952,212.3041572,26764.79924,5.936715927,,495.9712579,18.88551983,82.06110645,4.699457411,0
region_area_1732,7.095569331,247.5088179,30235.47561,5.680090614,308.9488073,464.0597573,16.16773897,31.67001016,4.861276292,0
region_area_1733,,240.5355445,16737.41303,6.726613079,,420.5847337,14.65046513,60.25511673,3.092816759,0
region_area_1734,3.928556492,242.4398884,17328.46627,7.387606553,307.2246714,416.1906141,9.68360245,45.59573806,5.060835979,0
region_area_1735,6.352973105,295.6206074,13859.00875,8.874631294,,413.6654823,12.62512614,59.16199355,4.15549464,0
region_area_1736,5.999125178,270.4899995,19346.09614,5.724830863,265.0301821,507.5821505,16.48619482,46.41852278,5.046973116,0
region_area_1737,8.899588378,258.8804387,17915.39078,4.488763908,335.3168982,391.2643537,14.50374024,48.41449653,3.92861371,0
region_area_1738,7.37533762,245.6419734,28768.06223,4.769335208,350.7303558,505.1420675,14.35268198,77.2092343,5.127394949,0
region_area_1739,8.979322853,235.0831127,24967.62781,5.959773663,335.9620408,495.6881879,8.385181032,64.05917834,4.264944046,0
region_area_1742,,235.4407816,14368.43297,7.825101089,335.4985238,482.4349948,16.17844923,73.82521796,4.583109838,0
region_area_1743,8.895574458,158.1572178,27623.05108,5.858509053,460.8521822,455.0345836,14.10013554,78.46341499,4.754234802,0
region_area_1746,,211.3696507,49125.66489,6.039579393,410.2470664,338.0295609,14.51255462,64.75999261,3.287617332,0
region_area_1747,5.986593892,326.6604034,21229.38812,8.635619245,,364.2168604,11.88838316,92.34273294,5.051493874,0
region_area_1748,6.841221063,217.4508406,28264.10853,6.810904049,319.5353147,542.2897408,21.57449128,78.34274764,5.092364652,0
region_area_175,4.430281212,190.4596495,28862.56198,8.656561756,299.1245715,444.8862671,17.40429446,63.15750092,4.384565156,0
region_area_1750,7.146117225,232.20831,33266.87639,8.076927096,373.942259,495.2142148,15.57498024,52.92793151,4.775201718,0
region_area_1751,,288.4795721,21863.05842,8.656614474,318.9178005,444.4933037,11.77032921,59.89064205,3.943290757,0
region_area_1752,7.507575296,223.2779115,18329.00071,6.602925526,352.1637474,387.1801326,10.78325495,68.96719615,3.703001047,0
region_area_1753,7.997175823,265.5935176,20575.87797,5.886588599,312.7532076,523.6453984,17.80810393,70.40621366,4.817668211,0
region_area_1754,5.174345998,285.1024598,11746.91233,6.656454765,315.7319136,417.2073017,13.87667997,36.29853587,3.689144992,0
region_area_1755,,241.9243701,23172.58632,6.827343047,291.4542831,375.2455794,12.78450093,69.18943757,4.018446539,0
region_area_1757,7.811512445,309.6654918,20912.20948,6.056945653,289.887288,431.2380348,9.736649747,71.81822701,4.54607021,0
region_area_1758,7.437216653,293.5038593,20185.89197,5.816851612,306.9143644,423.760951,10.36777763,64.64418474,3.866874573,0
region_area_1760,6.396569931,294.4985976,12279.29009,6.489740782,,499.5543051,17.74303947,,4.188249712,0
region_area_1761,,259.1409363,22444.39488,5.099437641,338.8088032,551.0045403,10.08541846,84.68508277,3.594444416,0
region_area_1763,,200.612791,20284.08844,9.701060143,383.8582273,365.2899348,17.10849495,53.91472018,2.028875173,0
region_area_1765,9.497261163,175.2567009,33681.63495,4.509845359,427.9296215,540.3220079,20.07531761,49.92484101,5.24210533,0
region_area_1767,6.26111058,321.2400613,8572.726319,9.617265625,287.0726755,501.0476507,13.03143494,22.33432677,4.753018575,0
region_area_1768,6.957802749,270.0138429,20215.93766,6.749282584,307.3924976,441.4756622,17.53214462,56.55064639,4.587745469,0
region_area_1769,9.663159015,182.4857868,24388.27288,3.929332343,,439.0114317,18.24847397,65.4754654,5.270217774,0
region_area_1770,6.732713713,248.540865,33820.95057,7.091953454,353.9214414,331.4695185,19.44549879,85.48696089,3.885405037,0
region_area_1771,4.886057057,323.6942758,15496.91653,6.680368526,267.3073237,579.6862878,17.40653609,79.712988,3.079373114,0
region_area_1772,9.610220345,207.7034368,33954.74028,4.334216923,,495.4841563,11.1528439,,4.961971972,0
region_area_1774,6.950786515,252.5793813,21709.95252,5.815960435,353.0488839,427.2894458,19.78849292,49.35180886,3.997975215,0
region_area_1776,9.011480407,218.6928124,34865.66249,2.834742037,401.4368874,395.5146085,16.67919003,50.64155122,4.270801389,0
region_area_1777,7.946767904,327.8908364,24244.41677,7.256365183,274.1294238,316.9424019,11.90123473,70.13466581,3.038483125,0
region_area_1778,7.709617351,240.5768045,32910.82999,5.45324491,368.5069713,407.9505658,15.34534941,,4.140423757,0
region_area_1779,6.081615358,259.8335703,10120.41749,9.101962913,,420.6140897,8.101294863,101.2736753,4.010036799,0
region_area_178,6.867301322,224.9588671,24112.45828,5.225131615,298.400688,494.2279389,11.587687,65.41941362,3.82359504,0
region_area_1780,8.146185794,242.1563007,20507.00323,5.172138093,,456.036207,9.521901598,57.47864725,5.177963625,0
region_area_1781,8.141861116,261.1504521,25433.76983,8.08600123,385.9817696,331.9724741,11.58852362,85.41571701,4.136950486,0
region_area_1782,7.703356821,262.1185774,12862.25135,8.940495207,348.3759467,608.7678774,10.64734179,91.23369819,4.732125346,0
region_area_1783,,199.8167366,27688.04246,8.35590067,285.6908719,298.6226973,15.8416419,62.87230663,3.771305113,0
region_area_1785,6.047651489,228.2181548,28634.1512,7.869573911,,396.766205,15.61992959,30.67131047,2.589867903,0
region_area_1786,6.152857802,221.8991781,24978.78799,7.911675312,324.5694887,416.1994271,10.98621534,65.82971834,4.403083394,0
region_area_1787,9.074922874,235.6889455,21634.02654,7.122569999,394.9416344,349.4603332,6.763138625,,3.84047901,0
region_area_1788,7.436537227,218.1023562,31935.99552,7.59155401,,408.6792148,14.92943288,69.36778308,4.497629168,0
region_area_179,6.129637015,251.0520729,30990.25323,8.525291698,349.6132672,351.4935767,9.405117278,79.66861207,4.615886181,0
region_area_1790,7.130099196,326.4536708,9480.922607,8.111137634,296.3639509,393.5600683,18.42787885,94.53130108,1.986191593,0
region_area_1791,6.79212545,216.568177,17782.90922,4.665790578,308.497816,380.7055778,15.24309378,96.71554207,4.042637641,0
region_area_1792,,281.2046523,14917.2909,9.313705853,,389.2778036,28.405,79.74806397,3.864931035,0
region_area_1794,9.47531626,200.3319795,32568.45831,5.029049351,,446.3081128,14.03294627,71.94905763,4.701538331,0
region_area_1795,,219.7369166,21030.53934,5.25919185,405.0881897,451.0570714,12.45772154,72.14864436,4.691017503,0
region_area_1796,7.183108734,275.8899697,5098.13066,5.776853431,362.3764942,305.0962247,5.642059329,81.56894122,4.006424839,0
region_area_1797,6.157443145,206.6095969,25938.01625,7.858333277,298.9375193,543.3933507,14.46149568,68.23576148,4.770154312,0
region_area_1798,6.467868302,287.4685388,7656.718059,9.536137933,215.2059469,366.4528419,14.51773359,54.75617553,2.861063943,0
region_area_1799,,213.709262,24916.9304,6.069685101,389.0578382,504.3937842,14.40269575,84.91796983,4.301273481,0
region_area_18,8.975464348,330.1310575,19460.70294,5.899510238,,441.54899,12.99375905,63.9362371,2.43608559,0
region_area_180,7.917049443,328.8302117,27192.58537,8.91531759,425.5331091,368.8867362,15.15931287,56.95460203,3.659484625,0
region_area_1801,7.32354512,234.9099611,21044.50747,6.53813658,328.0063153,389.5974534,8.440244529,90.42706176,4.898421041,0
region_area_1802,,304.4359278,13568.57601,8.923792235,256.83463,564.6786619,13.81673747,97.8290489,3.067033981,0
region_area_1803,6.530796124,188.7815623,19174.89806,7.043140905,,500.7491377,16.44294929,,3.181634909,0
region_area_1809,6.609680322,267.2019226,17964.17166,7.420503337,347.030442,476.208008,11.57343204,41.36786912,3.589146441,0
region_area_181,6.511618075,232.6473124,29137.11943,7.380964475,346.4967516,485.4463507,12.42623216,52.55261714,4.850433708,0
region_area_1811,,297.937909,18939.92127,6.781564034,305.7851391,429.5580877,12.86311406,60.43420264,4.287440678,0
region_area_1813,7.74045387,233.3149632,19713.80918,8.54957551,383.0867027,499.1520441,8.971966526,57.9924554,3.54131667,0
region_area_1814,6.277277371,198.959904,22916.87705,4.73082259,,484.7229536,9.709154965,61.95071167,3.619321182,0
region_area_1815,8.006373298,167.4990128,45041.45395,4.860481779,,377.7939906,13.53016473,87.49698134,2.396505358,0
region_area_1817,6.234197672,278.3347575,22195.51519,9.150787735,,361.2851006,13.144764,63.27896948,3.885492316,0
region_area_1819,6.04451303,262.3512686,30191.99727,7.409480931,329.912131,441.201425,10.72483085,,5.127778325,0
region_area_1820,6.643026538,256.0070101,20511.67405,5.603300367,314.0989261,465.798256,16.12694073,52.26847185,3.709988662,0
region_area_1821,5.15045654,237.3347366,18655.8467,6.719495884,,389.6429369,17.70906646,58.946969,4.147028947,0
region_area_1822,6.110545161,217.4111959,21320.09921,7.376433969,311.9986777,350.7356415,13.72881347,95.60967973,6.06455925,0
region_area_1823,7.831117737,233.2477663,19131.26634,6.49825087,341.0210621,443.5654373,10.8989957,76.01070012,3.807997464,0
region_area_1826,6.449379439,326.5206072,8607.91732,7.396819772,272.9426779,394.4856692,16.18330522,54.51946127,3.71542875,0
region_area_1829,7.619845077,164.2785889,37279.43376,6.055259598,378.6203063,295.4549428,17.13542901,49.0441399,3.779648433,0
region_area_183,6.769572869,219.7109631,11067.48596,6.816452987,306.5400635,299.6474601,18.65090296,62.11657128,5.22054027,0
region_area_1831,7.079303518,187.7812459,24282.45958,5.400882182,434.3790131,352.8303184,9.218945216,88.44360483,5.553173841,0
region_area_1832,,284.6205115,32496.94503,6.332573744,348.7315608,434.7547728,13.13299983,56.09897317,4.296188763,0
region_area_1835,7.309556407,295.6136607,22277.93083,7.410761156,369.7839542,487.3403813,12.58011872,60.92190207,3.707413724,0
region_area_1836,9.313465893,183.9156418,41982.91547,6.323226543,417.9905009,277.9067107,10.47323018,75.55114701,4.493612765,0
region_area_1837,,267.0455143,26964.62199,6.078737699,419.2393568,583.2645907,19.99768025,50.2855225,4.50102454,0
region_area_1838,,301.3973634,30797.82481,6.076641428,,348.9191646,17.61351596,74.84282069,3.36517444,0
region_area_1839,6.187938054,300.3010018,12682.45575,5.948413475,264.0135294,284.8697028,14.45795526,57.73836769,3.546183202,0
region_area_184,5.87797404,192.3891774,13652.59801,5.396848504,280.5275136,548.6004044,12.13904227,68.02225801,4.032259504,0
region_area_1840,,291.7580776,11429.50601,5.21116677,268.4259394,333.2625175,8.771283308,88.79426505,3.802426744,0
region_area_1842,9.264390909,211.2025847,19608.05973,3.683938315,417.4434978,437.8988337,15.09798978,95.91980037,3.175520774,0
region_area_1843,7.754044354,244.2237445,19019.58432,7.802256282,378.7351218,607.591041,9.044818292,45.83630807,3.760298085,0
region_area_1844,9.393891652,303.5131392,13150.51227,6.861781662,,378.9396037,14.50239294,50.89029347,3.048565866,0
region_area_1845,8.176079615,252.3275915,21857.29344,4.936236773,321.0052327,474.9083302,15.7326407,61.76974396,4.112322458,0
region_area_1846,8.337696201,219.2430714,30969.3524,5.147351211,,312.5273185,14.63486411,41.50776825,3.454197457,0
region_area_1848,7.191024857,202.0805643,23781.63355,8.909598513,404.5335431,475.2318383,16.98921403,77.63044432,4.270645693,0
region_area_185,9.534021716,252.7290987,9472.919731,5.800897867,320.3215334,269.7418031,15.73061667,,2.768238928,0
region_area_1850,7.793039171,308.4316297,17398.69065,7.966435093,252.1290568,449.8065995,9.662030905,54.35043289,3.389270098,0
region_area_1851,3.878879389,228.4867316,21937.77638,7.06495795,299.9867371,457.4087558,12.55691188,63.27811346,4.927711075,0
region_area_1852,,215.0909924,25237.00613,4.060427594,351.3294586,423.7972247,15.52614424,46.09440191,3.723776038,0
region_area_1853,3.978284627,211.592365,14434.08531,8.106081602,312.040442,424.4332148,20.87648503,78.38824004,3.751565769,0
region_area_1854,5.96406536,291.8047892,22168.63637,5.903307221,,496.6218842,13.27798911,64.83423989,4.696720853,0
region_area_1856,7.233538435,282.3347229,16621.7996,5.768230286,,485.9266449,8.793714873,35.94896853,3.679015068,0
region_area_1857,,253.5850326,11900.36001,8.643277067,368.2785657,389.6695636,13.69685782,58.93755974,3.153800219,0
region_area_1858,,166.1668701,46077.6633,4.984496061,438.337413,432.1223564,10.91463195,53.73203537,4.21251085,0
region_area_1859,7.480728114,167.8312051,28358.24758,4.398010289,415.6008971,482.1643394,18.44521208,76.45958147,3.714874787,0
region_area_186,6.340027628,275.8020392,45222.81148,5.504220941,363.7508683,445.6054571,11.49093727,80.78531136,3.686001324,0
region_area_1860,4.477091714,287.0563802,26843.77518,4.5378477,208.6355954,467.0847718,16.33070589,74.15069524,4.32768029,0
region_area_1861,,258.1649873,25110.34244,6.024980449,346.3377476,430.3241036,22.45141467,92.44276021,2.739234987,0
region_area_1862,,213.037579,28790.8525,7.316423442,378.4644998,374.3785781,14.3150908,99.23360138,4.476991215,0
region_area_1863,6.31407747,175.6218824,31114.94046,5.409129783,,406.7779763,18.52822647,73.21699735,4.363865763,0
region_area_1864,,284.4677279,17317.99206,8.641693573,265.6611594,322.0792339,10.85410668,108.7044144,4.241935683,0
region_area_1865,8.822610384,267.2064667,27109.54446,7.017352212,,394.123547,16.06049106,78.94388343,4.415596156,0
region_area_1867,,220.4474213,25541.45758,5.152488592,394.0098128,369.8831341,16.92530772,60.49104138,3.611330374,0
region_area_1868,6.904536858,161.639679,32981.56319,2.316456935,369.1321511,427.3543946,12.22372032,33.61438102,5.058905448,0
region_area_1869,6.548017642,226.7804268,38368.31743,7.110243273,278.8384225,301.2265276,19.52753502,81.48356759,5.930227577,0
region_area_187,8.66159243,334.8722422,27088.78127,7.593045901,,522.3823101,17.01714158,72.58076277,3.67043101,0
region_area_1870,6.581082756,268.3123947,24480.97661,5.532341181,311.3780236,486.5636674,11.53923936,48.66690969,3.511369718,0
region_area_1871,7.864649673,268.9269976,23046.03106,7.127200314,350.6679653,424.4701494,14.89098251,72.72297967,3.585933522,0
region_area_1872,6.136907177,202.5582097,20561.99954,8.183045344,384.9011918,373.7234916,13.81870292,96.69786502,4.704585018,0
region_area_1873,6.94702854,219.6534299,17540.33503,6.104665653,388.0450203,382.127817,15.30319136,74.1223726,2.600187733,0
region_area_1874,6.203322508,265.6240019,29426.77859,7.730057613,370.4717965,329.8716815,10.35286327,65.42363745,3.487920051,0
region_area_1875,,290.9084625,38097.63461,5.095686631,,369.6813336,13.61988652,72.88601719,3.212492693,0
region_area_1876,8.373170925,230.2952971,22022.93103,4.910231729,340.2373354,406.8016974,13.80208744,110.5460803,2.786329667,0
region_area_1877,,256.0780396,12190.47641,6.74002239,314.1568207,384.628197,11.94331294,47.76864194,5.026270726,0
region_area_1878,5.921247069,251.7176211,17397.70767,6.451389408,279.9474203,390.6048179,11.3603569,32.08129681,3.74677556,0
region_area_1879,8.829806178,266.8960344,17733.21948,7.55150118,377.998947,312.0009591,16.31571289,64.52435886,4.423886042,0
region_area_188,5.653506135,197.364123,16462.7649,6.196785583,300.3897245,282.5455583,13.90026446,87.93758511,5.198985504,0
region_area_1880,,238.3873283,13427.3734,7.012759113,,517.6724883,18.24269053,79.46488134,5.324638005,0
region_area_1882,9.281302611,266.6815156,36622.53342,3.598685605,,393.3650282,19.13987739,80.43259655,4.069976589,0
region_area_1884,7.088250976,223.4631906,25399.41382,6.636406036,355.9981921,308.7767594,13.7427826,,3.230645436,0
region_area_1885,5.648628538,217.8039879,14548.19029,7.430537165,,357.8973206,10.79476878,75.40368753,5.370004183,0
region_area_1887,9.678050854,239.1426315,26403.00877,3.769330541,396.6493208,335.1061155,17.0229938,91.53187997,3.029700335,0
region_area_1889,5.897391121,222.808276,30575.66195,8.344804116,394.3000054,436.6108343,16.41665824,74.65898067,2.961602418,0
region_area_1890,9.494242648,325.6022599,21880.00902,4.960907717,365.4277475,591.1831564,13.74101398,62.23464303,3.18902554,1
region_area_1891,,224.2480766,18319.02518,7.292842978,283.3432323,417.7479623,20.30559242,79.2190188,4.181264106,1
region_area_1892,7.080193059,236.5996171,39431.41746,8.501582128,286.9689888,366.0425965,7.886493373,39.73883474,1.492206615,1
region_area_1894,7.040394956,249.8531076,22505.82341,7.648761658,,541.5816665,14.79595388,58.52786017,3.931916553,1
region_area_1898,6.203572848,189.9029737,6698.543906,3.572002094,,611.631167,13.47316454,68.41368905,4.305549362,1
region_area_1899,6.879404957,265.5057782,20509.63677,8.730439733,322.1283909,316.8893022,12.58230317,79.80707986,4.70047023,1
region_area_19,7.371050302,265.2705011,25630.62485,4.127858669,336.4995518,480.0195515,12.61416394,62.91227715,2.560299148,0
region_area_1900,7.754884394,261.4946594,18857.36331,5.388941299,377.2297354,385.7776908,14.81359901,43.4148201,5.128390055,1
region_area_1901,7.916669699,252.2296986,39431.55744,7.220630354,276.9520329,442.6949955,17.92692185,70.35460067,4.275192719,1
region_area_1902,6.405392482,234.6411357,20526.61165,8.145461734,366.9217468,558.7427021,13.55379664,69.16913814,4.531920781,1
region_area_1907,7.369988621,287.2506114,18998.65163,7.099623903,360.6756788,367.1712032,18.12533109,58.38625706,3.463852437,1
region_area_1908,,185.0850505,8077.127093,5.017301365,,609.7195353,9.358350629,100.450665,3.373936508,1
region_area_1909,6.944868387,249.2503297,16904.5059,6.036596338,300.2667865,480.7047606,15.15081675,61.26108669,4.241135181,1
region_area_1910,5.284810115,199.6366491,11130.51618,6.515658359,336.4055629,495.910431,13.87835021,61.05934264,3.990242632,1
region_area_1911,6.851442603,248.1134501,15349.4474,7.141601106,,383.6548674,11.47227498,79.27082198,4.935556543,1
region_area_1914,6.83425989,233.2283525,21670.8747,6.102837268,326.6955243,407.4425083,16.61165808,74.57764571,2.658843412,1
region_area_1916,8.016418375,306.0333832,30855.13528,8.457105652,,452.604532,11.19920248,93.38923247,5.320015455,1
region_area_1918,5.80897552,208.3261291,7965.512729,6.375377693,263.7408695,387.8022828,17.50603888,69.5761111,3.599933102,1
region_area_192,7.362736502,236.4660717,16268.75342,5.012208654,317.6637617,429.3634481,16.12924609,64.79391377,4.408513182,0
region_area_1920,6.987335279,274.8083079,13505.33793,5.566369312,,489.9304966,16.02641255,73.17921839,3.870292782,1
region_area_1921,7.288736661,284.7517004,31617.38023,8.229077657,332.5832803,500.1520946,12.33034179,31.91702422,3.531384661,1
region_area_1922,8.116350275,275.5373999,16514.9129,4.985880332,,426.7016342,12.16850146,91.97115637,2.526016236,1
region_area_1923,7.463915951,266.252959,27150.70021,7.478104687,383.70385,413.8085016,14.88209169,57.07193886,5.075843604,1
region_area_1924,7.512361216,275.2455448,17895.8614,8.330220193,,482.4471246,13.95338852,74.69798103,3.515802547,1
region_area_1926,7.059940234,229.579271,39484.94373,8.286302479,282.1313104,530.3778606,10.90048173,75.96254249,2.949938823,1
region_area_1927,,230.5305985,25703.46001,6.982499586,,321.1980645,10.34327087,42.19031453,1.659799385,1
region_area_1929,6.742622398,259.9912348,15489.26156,7.147551198,351.7973554,418.9585622,14.02628166,70.3202406,4.96467264,1
region_area_193,9.320305445,180.5977492,16002.44313,4.100223911,272.4156748,509.9491671,13.1818589,82.9525829,4.205809732,0
region_area_1930,7.682923445,268.5628229,31150.81823,7.716857173,,604.8075458,12.29923157,77.28478862,3.542731087,1
region_area_1932,7.185276449,263.2570627,25645.37204,7.837702213,353.6142779,445.3879807,9.03524245,75.71597955,2.959153823,1
region_area_1933,6.597292363,242.5613326,25039.65951,6.989766769,396.4846418,511.6376526,14.80039103,80.1650311,4.318305407,1
region_area_1935,,220.5493659,37273.73403,7.72301926,241.6427421,464.6487655,18.72669782,63.63451581,3.573741106,1
region_area_1936,,216.6668606,11567.18036,8.021344316,,379.3947773,7.506868176,66.80194981,3.603089689,1
region_area_1937,6.281903929,211.0805757,17095.57488,6.425766392,305.8391132,434.551185,14.47996689,41.39482974,4.457729915,1
region_area_1938,7.036752104,261.1429943,13812.71523,8.073471556,343.2434744,499.6500548,14.92890352,69.30835842,3.285371835,1
region_area_1939,7.362912867,231.6416914,20431.21151,6.359975748,,447.4945263,9.780166667,69.15011345,3.249439878,1
region_area_194,3.719791644,299.633158,23591.23694,7.3789316,352.3005954,437.6009312,20.49878167,38.7199369,2.718397734,0
region_area_1940,7.369087139,248.9779731,28232.32322,8.594901005,290.344805,434.5592545,18.26175398,31.71440356,2.715186685,1
region_area_1944,6.149185174,201.3374842,20596.69604,6.602100073,,441.756283,12.93438017,64.5099066,4.275614874,1
region_area_1945,7.080445821,247.4328373,36967.15813,8.681973717,295.0608458,540.1579193,13.92705734,85.89222213,2.664946055,1
region_area_1946,6.628427347,266.0194228,18059.63566,6.626976064,,384.5600618,11.7260743,78.05582203,3.405278618,1
region_area_1947,4.704698462,210.9857128,5128.762456,7.978258312,358.47619,354.7987399,14.32453213,34.40341274,4.109924712,1
region_area_1948,7.976900874,285.5532703,15361.13988,5.431216257,377.923232,623.7385477,14.29627381,49.03088146,4.753607931,1
region_area_1951,6.967696683,227.8297808,22887.27055,6.126124187,316.0280152,517.8950618,15.3930379,35.88260104,4.819637104,1
region_area_1952,6.44455517,217.4090711,24856.13485,9.187550708,288.1574931,489.584409,10.80206756,65.77032568,3.551905359,1
region_area_1955,9.014356734,276.1414099,49010.22947,5.697842414,297.3760119,455.8738122,16.35911187,84.00612947,4.549419413,1
region_area_1956,7.78166376,267.5567719,35055.9213,7.479392718,307.3884495,457.272101,10.71454491,36.98708589,4.822967485,1
region_area_1957,6.084360116,206.0453158,27310.36566,7.512318554,,447.0939344,12.76251247,,4.29811092,1
region_area_1959,6.74881155,217.1648057,22475.39777,8.59061104,318.365459,537.56464,12.92426988,55.6512628,3.312512766,1
region_area_196,9.868877881,264.940126,15327.16072,3.046787199,297.8292867,434.3978308,19.29344138,70.1855141,3.355489791,0
region_area_1960,8.128270069,281.9414282,19954.88036,4.834027878,349.8124758,396.1761492,15.12308483,63.45596824,4.678742166,1
region_area_1961,,256.0090844,22613.6023,6.180998975,267.3844968,323.1146389,11.72860464,28.51587734,3.978495494,1
region_area_1966,6.866356515,236.4053776,13979.68656,6.738614003,376.1791456,472.6401147,17.29999164,74.67279007,4.346153563,1
region_area_1967,,193.0513033,21208.9231,9.197874745,,439.7951557,16.3977178,59.07790239,2.601517589,1
region_area_1968,7.553844615,263.0383318,14319.70618,5.48820127,363.597767,460.6409095,18.28148296,,4.37456385,1
region_area_1969,7.366671989,284.9745319,15547.49144,7.546589599,364.8508054,403.3589151,15.26657744,64.84731058,3.394450273,1
region_area_197,5.590614436,279.9660302,35371.04033,7.684830049,,479.5180904,13.38655615,77.1077158,4.726845017,0
region_area_1970,6.567759613,238.4402694,20156.88343,6.9936998,,400.5318891,12.45889619,85.32936889,3.824428039,1
region_area_1971,6.333640046,236.2102308,18506.59342,6.267871227,357.7161458,376.9181076,16.54462942,76.87938483,3.982002335,1
region_area_1972,5.892413186,190.1361435,11006.35332,5.007179792,340.0730181,456.5993942,10.67207076,89.80788268,3.311813193,1
region_area_1973,7.91803917,248.131479,22899.36772,7.979144809,296.0961834,368.2023864,13.06278504,71.80935135,3.386109813,1
